explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;sistema_productivo;capacidad_productiva;criterio_sostenibilidad;capacidad_menos_4meses;capacidad_4_y_12meses;capacidad_machos;capacidad_hembras;capacidad
ES220250000604;Producción y reproducción;Caprino;Reproducción para producción de carne;Altorricón;HUESCA;TAMARITE DE LITERA;30;783075;4633110;;;Convencional;;;;10;10
ES220250000605;Producción y reproducción;Ovino;Reproducción para producción de carne;Altorricón;HUESCA;TAMARITE DE LITERA;30;785546;4633580;;;Convencional;;;;800;800
ES220250000605;Producción y reproducción;Caprino;Reproducción para producción de carne;Altorricón;HUESCA;TAMARITE DE LITERA;30;785553;4633579;;;Convencional;;;;10;10
ES220250000606;Producción y reproducción;Caprino;Reproducción para producción de carne;Altorricón;HUESCA;TAMARITE DE LITERA;30;784632;4630340;;;Convencional;;;;10;10
ES220250000606;Producción y reproducción;Ovino;Reproducción para producción de carne;Altorricón;HUESCA;TAMARITE DE LITERA;30;784634;4630346;;;Convencional;;;;449;449
ES220250000608;Producción y reproducción;Caprino;Reproducción para producción de carne;Altorricón;HUESCA;TAMARITE DE LITERA;30;784645;4630305;;;Convencional;;;;10;10
ES220250000608;Producción y reproducción;Ovino;Reproducción para producción de carne;Altorricón;HUESCA;TAMARITE DE LITERA;30;784647;4630312;;;Convencional;;;;890;890
ES220250000611;Producción y reproducción;Caprino;Reproducción para producción de carne;Altorricón;HUESCA;TAMARITE DE LITERA;30;783833;4633060;;;Convencional;;;;10;10
ES220250000611;Producción y reproducción;Ovino;Reproducción para producción de carne;Altorricón;HUESCA;TAMARITE DE LITERA;30;783826;4633063;;;Convencional;;;;353;353
ES220250000614;Producción y reproducción;Caprino;Reproducción para producción de carne;Altorricón;HUESCA;TAMARITE DE LITERA;30;784763;4633808;;;Convencional;;;;10;10
ES220250000614;Producción y reproducción;Ovino;Reproducción para producción de carne;Altorricón;HUESCA;TAMARITE DE LITERA;30;784775;4633825;;;Convencional;;;;800;800
ES220257200006;Pasto;Ovino;Reproducción para producción de carne;Altorricón;HUESCA;TAMARITE DE LITERA;30;780212;4629392;;;Convencional;;;;200;200
ES220270000607;Producción y reproducción;Caprino;Reproducción para producción de carne;Angüés;HUESCA;HUESCA;30;735644;4666095;;;Convencional;;;;10;10
ES220270000607;Producción y reproducción;Ovino;Reproducción para producción de carne;Angüés;HUESCA;HUESCA;30;735634;4666101;;;Convencional;;;;565;565
ES220277200001;Pasto;Caprino;;Angüés;HUESCA;HUESCA;30;737786;4666673;;;Convencional;;;;10;10
ES220277200001;Pasto;Ovino;;Angüés;HUESCA;HUESCA;30;737786;4666673;;;Convencional;;;;1250;1250
ES220277200002;Pasto;Caprino;;Angüés;HUESCA;HUESCA;30;732080;4664631;;;Convencional;;;;10;10
ES220277200002;Pasto;Ovino;;Angüés;HUESCA;HUESCA;30;732080;4664631;;;Convencional;;;;1000;1000
ES220277200003;Pasto;Ovino;Reproducción para producción de carne;Angüés;HUESCA;HUESCA;30;735830;4666393;;;;;;;700;700
ES220277200003;Pasto;Caprino;Reproducción para producción de carne;Angüés;HUESCA;HUESCA;30;735830;4666393;;;;;;;10;10
ES220277200004;Pasto;Ovino;Reproducción para producción de carne;Angüés;HUESCA;HUESCA;30;739189;4664860;;;;;;;400;400
ES220277200004;Pasto;Caprino;Reproducción para producción de carne;Angüés;HUESCA;HUESCA;30;739189;4664860;;;;;;;10;10
ES220280000600;Producción y reproducción;Caprino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;677760;4739625;;;Convencional;;;;10;10
ES220280000600;Producción y reproducción;Ovino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;677748;4739639;;;Convencional;;;;1342;1342
ES220280000609;Producción y reproducción;Ovino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;677970;4738150;;;Convencional;;;;600;600
ES220280000609;Producción y reproducción;Caprino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;677980;4738190;;;Convencional;;;;10;10
ES220280000611;Producción y reproducción;Ovino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;677577;4735998;;;Convencional;;;;887;887
ES220280000611;Producción y reproducción;Caprino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;677577;4735998;;;Convencional;;;;10;10
ES220280000612;Producción y reproducción;Caprino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;677854;4737084;;;Convencional;;;;10;10
ES220280000612;Producción y reproducción;Ovino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;677854;4737084;;;Convencional;;;;550;550
ES220280000617;Producción y reproducción;Caprino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;677712;4735676;;;Convencional;;;;10;10
ES220280000617;Producción y reproducción;Ovino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;677712;4735676;;;Convencional;;;;1975;1975
ES220280000622;Producción y reproducción;Caprino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;679672;4731875;;;Convencional;;;;10;10
ES220280000622;Producción y reproducción;Ovino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;679683;4731860;;;Convencional;;;;480;480
ES220280000624;Producción y reproducción;Ovino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;677470;4736019;;;Convencional;;;;45;45
ES220280000624;Producción y reproducción;Caprino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;677465;4736025;;;Convencional;;;;10;10
ES220280000625;Producción y reproducción;Ovino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;678525;4734975;;;Convencional;;;;290;290
ES220280000625;Producción y reproducción;Caprino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;678535;4734970;;;Convencional;;;;10;10
ES220280000627;Producción y reproducción;Caprino;Reproducción para producción de carne;Ansó;HUESCA;JACA;30;674275;4734075;;;;;;;8;8
ES220287200001;Pasto;Caprino;;Ansó;HUESCA;JACA;30;680653;4747024;;;Convencional;;;;10;10
ES220287200001;Pasto;Ovino;;Ansó;HUESCA;JACA;30;680653;4747024;;;Convencional;;;;550;550
ES220287200002;Pasto;Caprino;;Ansó;HUESCA;JACA;30;679193;4739890;;;Convencional;;;;10;10
ES220287200002;Pasto;Ovino;;Ansó;HUESCA;JACA;30;679193;4739890;;;Convencional;;;;1350;1350
ES220287200003;Pasto;Ovino;;Ansó;HUESCA;JACA;30;677493;4745690;;;Convencional;;;;1300;1300
ES220287200003;Pasto;Caprino;;Ansó;HUESCA;JACA;30;677493;4745690;;;Convencional;;;;10;10
ES220287200004;Pasto;Caprino;;Ansó;HUESCA;JACA;30;683793;4746590;;;Convencional;;;;10;10
ES220287200004;Pasto;Ovino;;Ansó;HUESCA;JACA;30;683793;4746590;;;Convencional;;;;1900;1900
ES220287200005;Pasto;Ovino;;Ansó;HUESCA;JACA;30;681693;4748490;;;Convencional;;;;2000;2000
ES220287200005;Pasto;Caprino;;Ansó;HUESCA;JACA;30;681693;4748490;;;Convencional;;;;10;10
ES220287200006;Pasto;Caprino;;Ansó;HUESCA;JACA;30;680693;4752690;;;Convencional;;;;10;10
ES220287200006;Pasto;Ovino;;Ansó;HUESCA;JACA;30;680693;4752690;;;Convencional;;;;1300;1300
ES220287200007;Pasto;Caprino;;Ansó;HUESCA;JACA;30;682993;4751290;;;Convencional;;;;10;10
ES220287200007;Pasto;Ovino;;Ansó;HUESCA;JACA;30;682993;4751290;;;Convencional;;;;2100;2100
ES220287200008;Pasto;Caprino;;Ansó;HUESCA;JACA;30;680893;4746290;;;Convencional;;;;10;10
ES220287200008;Pasto;Ovino;;Ansó;HUESCA;JACA;30;680893;4746290;;;Convencional;;;;1300;1300
ES220287200009;Pasto;Caprino;;Ansó;HUESCA;JACA;30;681293;4751590;;;Convencional;;;;10;10
ES220287200009;Pasto;Ovino;;Ansó;HUESCA;JACA;30;681293;4751590;;;Convencional;;;;700;700
ES220287200010;Pasto;Caprino;;Ansó;HUESCA;JACA;30;687193;4742990;;;Convencional;;;;10;10
ES220287200010;Pasto;Ovino;;Ansó;HUESCA;JACA;30;687193;4742990;;;Convencional;;;;250;250
ES220287200011;Pasto;Ovino;;Ansó;HUESCA;JACA;30;681004;4729965;;;Convencional;;;;2850;2850
ES220287200011;Pasto;Caprino;;Ansó;HUESCA;JACA;30;681004;4729965;;;Convencional;;;;10;10
ES220287200012;Pasto;Caprino;;Ansó;HUESCA;JACA;30;687393;4746690;;;Convencional;;;;10;10
ES220287200012;Pasto;Ovino;;Ansó;HUESCA;JACA;30;687393;4746690;;;Convencional;;;;4800;4800
ES220287200013;Pasto;Caprino;;Ansó;HUESCA;JACA;30;680393;4743590;;;Convencional;;;;10;10
ES220287200013;Pasto;Ovino;;Ansó;HUESCA;JACA;30;680393;4743590;;;Convencional;;;;1100;1100
ES220287200014;Pasto;Ovino;;Ansó;HUESCA;JACA;30;687393;4746690;;;Convencional;;;;4640;4640
ES220287200014;Pasto;Caprino;;Ansó;HUESCA;JACA;30;687393;4746690;;;Convencional;;;;10;10
ES220287200015;Pasto;Caprino;;Ansó;HUESCA;JACA;30;674593;4734290;;;Convencional;;;;10;10
ES220287200015;Pasto;Ovino;;Ansó;HUESCA;JACA;30;674593;4734290;;;Convencional;;;;1900;1900
ES220287200016;Pasto;Caprino;;Ansó;HUESCA;JACA;30;681350;4734396;;;Convencional;;;;10;10
ES220287200016;Pasto;Ovino;;Ansó;HUESCA;JACA;30;681350;4734396;;;Convencional;;;;1540;1540
ES220287200017;Pasto;Ovino;;Ansó;HUESCA;JACA;30;689893;4749790;;;Convencional;;;;6;6
ES220287200017;Pasto;Caprino;;Ansó;HUESCA;JACA;30;689893;4749790;;;Convencional;;;;10;10
ES220287200018;Pasto;Caprino;;Ansó;HUESCA;JACA;30;677993;4745290;;;Convencional;;;;10;10
ES220287200018;Pasto;Ovino;;Ansó;HUESCA;JACA;30;677993;4745290;;;Convencional;;;;2800;2800
ES220287200019;Pasto;Ovino;;Ansó;HUESCA;JACA;30;690961;4749316;;;Convencional;;;;2800;2800
ES220287200019;Pasto;Caprino;;Ansó;HUESCA;JACA;30;690961;4749316;;;Convencional;;;;10;10
ES220287200020;Pasto;Caprino;;Ansó;HUESCA;JACA;30;696393;4741590;;;Convencional;;;;10;10
ES220287200020;Pasto;Ovino;;Ansó;HUESCA;JACA;30;696393;4741590;;;Convencional;;;;4500;4500
ES220287200021;Pasto;Caprino;;Ansó;HUESCA;JACA;30;681793;4754090;;;Convencional;;;;10;10
ES220287200021;Pasto;Ovino;;Ansó;HUESCA;JACA;30;681793;4754090;;;Convencional;;;;3100;3100
ES220290000607;Producción y reproducción;Ovino;Reproducción para producción de carne;Antillón;HUESCA;HUESCA;30;734242;4657350;;;Convencional;;;;950;950
ES220290000607;Producción y reproducción;Caprino;Reproducción para producción de carne;Antillón;HUESCA;HUESCA;30;734225;4657367;;;Convencional;;;;150;150
ES220320000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Aragüés del Puerto;HUESCA;JACA;30;690825;4731784;;;Convencional;;;;450;450
ES220320000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Aragüés del Puerto;HUESCA;JACA;30;690840;4731770;;;Convencional;;;;10;10
ES220320000604;Producción y reproducción;Caprino;Reproducción para producción de leche;Aragüés del Puerto;HUESCA;JACA;30;688190;4727560;;;;;;;60;60
ES220320000604;Producción y reproducción;Ovino;Reproducción para producción de leche;Aragüés del Puerto;HUESCA;JACA;30;688200;4727555;;;;;;;12;12
ES220320000605;Producción y reproducción;Ovino;Reproducción para producción de carne;Aragüés del Puerto;HUESCA;JACA;30;690750;4730390;;;;;;;500;500
ES220320000605;Producción y reproducción;Caprino;Reproducción para producción de carne;Aragüés del Puerto;HUESCA;JACA;30;690750;4730390;;;;;;;10;10
ES220327200001;Pasto;Ovino;;Aragüés del Puerto;HUESCA;JACA;30;693793;4739790;;;Convencional;;;;250;250
ES220327200001;Pasto;Caprino;;Aragüés del Puerto;HUESCA;JACA;30;693793;4739790;;;Convencional;;;;10;10
ES220327200002;Pasto;Ovino;;Aragüés del Puerto;HUESCA;JACA;30;692293;4737990;;;Convencional;;;;300;300
ES220327200002;Pasto;Caprino;;Aragüés del Puerto;HUESCA;JACA;30;692293;4737990;;;Convencional;;;;10;10
ES220327200003;Pasto;Caprino;;Aragüés del Puerto;HUESCA;JACA;30;695293;4737590;;;Convencional;;;;10;10
ES220327200003;Pasto;Ovino;;Aragüés del Puerto;HUESCA;JACA;30;695293;4737590;;;Convencional;;;;1876;1876
ES220327200004;Pasto;Ovino;;Aragüés del Puerto;HUESCA;JACA;30;692493;4733390;;;Convencional;;;;300;300
ES220327200004;Pasto;Caprino;;Aragüés del Puerto;HUESCA;JACA;30;692493;4733390;;;Convencional;;;;10;10
ES220350000600;Producción y reproducción;Ovino;Reproducción para producción de carne;Arén;HUESCA;GRAUS;30;802347;4689728;;;Convencional;;;;580;580
ES220350000600;Producción y reproducción;Caprino;Reproducción para producción de carne;Arén;HUESCA;GRAUS;30;802340;4689735;;;Convencional;;;;10;10
ES220350000605;Producción y reproducción;Caprino;Reproducción para producción de carne;Arén;HUESCA;GRAUS;30;806738;4686350;;;Convencional;;;;10;10
ES220350000605;Producción y reproducción;Ovino;Reproducción para producción de carne;Arén;HUESCA;GRAUS;30;806728;4686368;;;Convencional;;;;870;870
ES220350000609;Producción y reproducción;Caprino;Reproducción para producción de carne;Arén;HUESCA;GRAUS;30;807286;4685088;;;Convencional;;;;10;10
ES220350000609;Producción y reproducción;Ovino;Reproducción para producción de carne;Arén;HUESCA;GRAUS;30;807280;4685100;;;Convencional;;;;5827;5827
ES220350000612;Producción y reproducción;Caprino;Reproducción para producción de carne;Arén;HUESCA;GRAUS;30;801930;4690520;;;Convencional;;;;10;10
ES220350000612;Producción y reproducción;Ovino;Reproducción para producción de carne;Arén;HUESCA;GRAUS;30;801941;4690514;;;Convencional;;;;780;780
ES220350000615;Producción y reproducción;Ovino;Reproducción para producción de carne;Arén;HUESCA;GRAUS;30;804147;4689815;;;Convencional;;;;800;800
ES220350000615;Producción y reproducción;Caprino;Reproducción para producción de carne;Arén;HUESCA;GRAUS;30;804150;4689809;;;Convencional;;;;10;10
ES220350000616;Producción y reproducción;Ovino;Reproducción para producción de carne;Arén;HUESCA;GRAUS;30;804943;4695291;;;Convencional;;;;500;500
ES220350000617;Producción y reproducción;Caprino;Reproducción para producción de carne;Arén;HUESCA;GRAUS;30;800648;4684524;;;;;;;400;400
ES220357200001;Pasto;Caprino;;Arén;HUESCA;GRAUS;30;800015;4692776;;;Convencional;;;;10;10
ES220357200001;Pasto;Ovino;;Arén;HUESCA;GRAUS;30;800015;4692776;;;Convencional;;;;1300;1300
ES220357200002;Pasto;Ovino;;Arén;HUESCA;GRAUS;30;806439;4681591;;;Convencional;;;;3000;3000
ES220357200002;Pasto;Caprino;;Arén;HUESCA;GRAUS;30;806439;4681591;;;Convencional;;;;10;10
ES220357200003;Pasto;Caprino;;Arén;HUESCA;GRAUS;30;803215;4682970;;;Convencional;;;;10;10
ES220357200003;Pasto;Ovino;;Arén;HUESCA;GRAUS;30;803215;4682970;;;Convencional;;;;1500;1500
ES220357200004;Pasto;Caprino;;Arén;HUESCA;GRAUS;30;803591;4684752;;;Convencional;;;;10;10
ES220357200004;Pasto;Ovino;;Arén;HUESCA;GRAUS;30;803591;4684752;;;Convencional;;;;1300;1300
ES220357200005;Pasto;Caprino;;Arén;HUESCA;GRAUS;30;801492;4698640;;;Convencional;;;;10;10
ES220357200005;Pasto;Ovino;;Arén;HUESCA;GRAUS;30;801492;4698640;;;Convencional;;;;5000;5000
ES220357200006;Pasto;Ovino;;Arén;HUESCA;GRAUS;30;800647;4684544;;;Convencional;;;;550;550
ES220357200006;Pasto;Caprino;;Arén;HUESCA;GRAUS;30;800647;4684544;;;Convencional;;;;10;10
ES220357200007;Pasto;Ovino;;Arén;HUESCA;GRAUS;30;801492;4698640;;;Convencional;;;;2500;2500
ES220357200007;Pasto;Caprino;;Arén;HUESCA;GRAUS;30;801492;4698640;;;Convencional;;;;10;10
ES220357200008;Pasto;Ovino;Reproducción para producción de carne;Arén;HUESCA;GRAUS;30;800181;4689750;;;;;;;1200;1200
ES220367200001;Pasto;Caprino;Reproducción para producción de carne;Argavieso;HUESCA;HUESCA;30;726046;4659150;;;;;;;10;10
ES220367200001;Pasto;Ovino;Reproducción para producción de carne;Argavieso;HUESCA;HUESCA;30;726046;4659150;;;;;;;400;400
ES220377200001;Pasto;Caprino;;Arguis;HUESCA;HUESCA;30;704356;4689894;;;Convencional;;;;10;10
ES220377200001;Pasto;Ovino;;Arguis;HUESCA;HUESCA;30;704356;4689894;;;Convencional;;;;3530;3530
ES220377200002;Pasto;Ovino;;Arguis;HUESCA;HUESCA;30;710756;4688230;;;Convencional;;;;600;600
ES220377200002;Pasto;Caprino;;Arguis;HUESCA;HUESCA;30;710756;4688230;;;Convencional;;;;10;10
ES220377200003;Pasto;Caprino;;Arguis;HUESCA;HUESCA;30;711835;4687517;;;Convencional;;;;10;10
ES220377200003;Pasto;Ovino;;Arguis;HUESCA;HUESCA;30;711835;4687517;;;Convencional;;;;1740;1740
ES220377200005;Pasto;Ovino;Reproducción para producción de carne;Arguis;HUESCA;HUESCA;30;710275;4687147;;;Convencional;;;;1000;1000
ES220390000613;Producción y reproducción;Caprino;Cebo o Cebadero;Ayerbe;HUESCA;AYERBE;30;691523;4681654;;;Convencional;;;;10;10
ES220390000613;Producción y reproducción;Ovino;Cebo o Cebadero;Ayerbe;HUESCA;AYERBE;30;691483;4681678;;;Convencional;2070;;;;2070
ES220390000616;Producción y reproducción;Ovino;Reproducción para producción de carne;Ayerbe;HUESCA;AYERBE;30;690533;4676483;;;Convencional;;;;300;300
ES220390000616;Producción y reproducción;Caprino;Reproducción para producción de carne;Ayerbe;HUESCA;AYERBE;30;690533;4676483;;;Convencional;;;;10;10
ES220397200001;Pasto;Ovino;Reproducción para producción de carne;Ayerbe;HUESCA;AYERBE;30;689465;4676839;;;;;;;800;800
ES220397200001;Pasto;Caprino;Reproducción para producción de carne;Ayerbe;HUESCA;AYERBE;30;689465;4676839;;;;;;;10;10
ES220397200002;Pasto;Ovino;Reproducción para producción de carne;Ayerbe;HUESCA;AYERBE;30;689345;4682632;;;;;;;300;300
ES220397200003;Pasto;Ovino;Reproducción para producción de carne;Ayerbe;HUESCA;AYERBE;30;689343;4682118;;;;;;;40;40
ES220397200004;Pasto;Ovino;Reproducción para producción de carne;Ayerbe;HUESCA;AYERBE;30;688680;4683661;;;;;;;65;65
ES220400000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Azanuy-Alins;HUESCA;BINÉFAR;30;773402;4651616;;;;;;;500;500
ES220400000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Azanuy-Alins;HUESCA;BINÉFAR;30;773379;4651703;;;;;;;30;30
ES220410000601;Producción y reproducción;Caprino;Cebo o Cebadero;Azara;HUESCA;BARBASTRO;30;746458;4661849;;;Convencional;;;;;0
ES220410000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Azara;HUESCA;BARBASTRO;30;746458;4661849;;;Convencional;;;;600;600
ES220420000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Azlor;HUESCA;BARBASTRO;30;744947;4663613;;;Convencional;;;;250;250
ES220431028365;Matadero;Caprino;;Baélls;HUESCA;TAMARITE DE LITERA;30;786537;4650617;;;;;;;;0
ES220431028365;Matadero;Ovino;;Baélls;HUESCA;TAMARITE DE LITERA;30;786537;4650617;;;;;;;;0
ES220437200001;Pasto;Ovino;;Baélls;HUESCA;TAMARITE DE LITERA;30;788231;4649558;;;Convencional;;;;300;300
ES220437200001;Pasto;Caprino;;Baélls;HUESCA;TAMARITE DE LITERA;30;788231;4649558;;;Convencional;;;;10;10
ES220437200002;Pasto;Caprino;;Baélls;HUESCA;TAMARITE DE LITERA;30;789325;4649594;;;Convencional;;;;10;10
ES220437200002;Pasto;Ovino;;Baélls;HUESCA;TAMARITE DE LITERA;30;789325;4649594;;;Convencional;;;;1100;1100
ES220437200004;Pasto;Caprino;Reproducción para producción de carne;Baélls;HUESCA;TAMARITE DE LITERA;30;785477;4653624;;;;;;;10;10
ES220437200004;Pasto;Ovino;Reproducción para producción de carne;Baélls;HUESCA;TAMARITE DE LITERA;30;785477;4653624;;;;;;;1000;1000
ES220440000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Bailo;HUESCA;JACA;30;679640;4708580;;;Convencional;;;;10;10
