explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;sistema_productivo;capacidad_productiva;criterio_sostenibilidad;capacidad_cebo;capacidad_lechones;capacidad_recria;capacidad_cerdas;capacidad_reposicion;capacidad_verracos;capacidad
ES220160000038;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;787531;4631376;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES220160000050;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;786030;4639980;Intensivo;Grupo Segundo;Convencional;1580;;;;;;1580
ES220160000057;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;785887;4645133;Intensivo;Grupo Segundo;Convencional;1116;;;;;;1116
ES220160000060;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;788426;4631098;Intensivo;Grupo Primero;Convencional;800;;;;;;800
ES220160000062;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;785758;4639521;Intensivo;Grupo Primero;Convencional;750;;;;;;750
ES220160000063;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;788412;4630184;Intensivo;Grupo Segundo;Convencional;1720;;;;;;1720
ES220160000069;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;782833;4646005;Intensivo;Grupo Segundo;Convencional;2500;;;;;;2500
ES220160000086;Producción y reproducción;Cerdos;Producción de lechones;Alcampell;HUESCA;TAMARITE DE LITERA;30;788324;4629195;Intensivo;Grupo Primero;Convencional;;;;750;;;750
ES220160000090;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;787848;4636016;Intensivo;Grupo Segundo;Convencional;1997;;;;;;1997
ES220160000092;Producción y reproducción;Cerdos;Tipo mixto;Alcampell;HUESCA;TAMARITE DE LITERA;30;787544;4644817;Intensivo;Grupo Segundo;Convencional;1500;;;300;;;1800
ES220160000095;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;783190;4645824;Intensivo;Grupo Primero;Convencional;780;;;;;;780
ES220160000098;Producción y reproducción;Cerdos;Producción de lechones;Alcampell;HUESCA;TAMARITE DE LITERA;30;784128;4646031;Intensivo;Grupo Segundo;Convencional;;;1404;450;;3;1857
ES220160000099;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;788234;4635580;Intensivo;Grupo Segundo;Convencional;1224;;;;;;1224
ES220160000102;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;783695;4645864;Intensivo;Grupo Primero;Convencional;425;;;;;;425
ES220160000113;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;783600;4643325;Intensivo;Grupo Segundo;Convencional;1750;;;;;;1750
ES220160000115;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;781825;4645950;Intensivo;Grupo Tercero;Convencional;3300;;;;;;3300
ES220160000116;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;787705;4632746;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES220160000117;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;782900;4646630;Intensivo;Grupo Segundo;Convencional;1658;;;;;;1658
ES220160000118;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;787460;4634360;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES220160000119;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;786453;4645961;Intensivo;Grupo Segundo;Convencional;1248;;;;;;1248
ES220160000120;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;786200;4643975;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES220160000121;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;785758;4646006;Intensivo;Grupo Segundo;Convencional;2016;;;;;;2016
ES220160000122;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;787790;4633690;Intensivo;Grupo Primero;Convencional;520;;;;;;520
ES220160000123;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;785944;4644583;Intensivo;Grupo Segundo;Convencional;1430;;;;;;1430
ES220160000124;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;789076;4634511;Intensivo;Grupo Tercero;Convencional;7200;;;;;;7200
ES220160000125;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;784969;4643500;Intensivo;Grupo Segundo;;2000;;;;;;2000
ES220160000126;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcampell;HUESCA;TAMARITE DE LITERA;30;786660;4642600;Intensivo;Grupo Tercero;;7200;;;;;;7200
ES220170000002;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;758825;4623820;Intensivo;Grupo Primero;Convencional;416;;;;;;416
ES220170000008;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;759285;4625240;Intensivo;Grupo Segundo;Convencional;1500;;;;;;1500
ES220170000010;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;758123;4626160;Intensivo;Grupo Segundo;Convencional;2080;;;;;;2080
ES220170000012;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;758780;4625515;Intensivo;Grupo Primero;Convencional;450;;;;;;450
ES220170000014;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;758370;4625314;Intensivo;Grupo Segundo;Convencional;1740;;;;;;1740
ES220170000015;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;759380;4624860;Intensivo;Grupo Segundo;Convencional;1600;;;;;;1600
ES220170000016;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;757390;4623020;Intensivo;Grupo Tercero;Convencional;3200;;;;;;3200
ES220170000017;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;758928;4625888;Intensivo;Grupo Primero;Convencional;500;;;;;;500
ES220170000023;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;759019;4627340;Intensivo;Grupo Segundo;Convencional;1100;;;;;;1100
ES220170000024;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;759199;4625729;Intensivo;Grupo Segundo;Convencional;1140;;;;;;1140
ES220170000025;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;759970;4622750;Intensivo;Grupo Segundo;Convencional;1678;;;;;;1678
ES220170000027;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;756704;4624819;Intensivo;Grupo Tercero;Convencional;3906;;;;;;3906
ES220170000028;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;760200;4623415;Intensivo;Grupo Segundo;Convencional;2500;;;;;;2500
ES220170000031;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;758967;4623846;Intensivo;Grupo Primero;Convencional;600;;;;;;600
ES220170000032;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;758634;4625185;Intensivo;Grupo Segundo;Convencional;1052;;;;;;1052
ES220170000036;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;752230;4626790;Intensivo;Grupo Segundo;Convencional;1532;;;;;;1532
ES220170000037;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;756845;4623525;Intensivo;Grupo Primero;Convencional;832;;;;;;832
ES220170000038;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;753886;4626507;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220170000039;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;757172;4625641;Intensivo;Grupo Segundo;Convencional;2816;;;;;;2816
ES220170000040;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;752480;4625150;Intensivo;Grupo Segundo;Convencional;1720;;;;;;1720
ES220170000041;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;755545;4624618;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220170000042;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;756040;4623678;Intensivo;Grupo Segundo;Convencional;1350;;;;;;1350
ES220170000043;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;755047;4627448;Intensivo;Grupo Segundo;Convencional;2288;;;;;;2288
ES220170000044;Producción y reproducción;Cerdos;Producción de lechones;Alcolea de Cinca;HUESCA;MONZÓN;30;756315;4625655;Intensivo;Grupo Segundo;Convencional;;;;750;360;4;1114
ES220170000045;Producción y reproducción;Cerdos;Transición de lechones;Alcolea de Cinca;HUESCA;MONZÓN;30;753250;4622040;Intensivo;Grupo Primero;Convencional;;;5280;;;;5280
ES220170000046;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;754313;4627495;Intensivo;Grupo Segundo;Convencional;2080;;;;;;2080
ES220170000047;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;754700;4625438;Intensivo;Grupo Tercero;Convencional;3328;;;;;;3328
ES220170000048;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;754572;4621979;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220170000049;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;754750;4626865;Intensivo;Grupo Primero;Convencional;999;;;;;;999
ES220170000050;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;753164;4627560;Intensivo;Grupo Tercero;Convencional;4160;;;;;;4160
ES220170000051;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;760794;4621817;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220170000052;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;752241;4623122;Intensivo;Grupo Tercero;Convencional;4992;;;;;;4992
ES220170000053;Producción y reproducción;Cerdos;Transición de lechones;Alcolea de Cinca;HUESCA;MONZÓN;30;755850;4626700;Intensivo;Grupo Primero;Convencional;;;5544;;;;5544
ES220170000054;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;753900;4623200;Intensivo;Grupo Tercero;Convencional;3975;;;;;;3975
ES220170000055;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;757211;4621867;Intensivo;Grupo Segundo;;2499;;;;;;2499
ES220170000056;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;756763;4620533;Intensivo;Grupo Segundo;;2499;;;;;;2499
ES220170000057;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;754510;4624035;Intensivo;Grupo Segundo;Convencional;1950;;;;;;1950
ES220170000058;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;755850;4622513;Intensivo;Grupo Tercero;Convencional;4160;;;;;;4160
ES220170000061;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;749725;4627775;Intensivo;Grupo Segundo;;2000;;;;;;2000
ES220170000062;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;756402;4627618;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220170000063;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;757540;4628069;Intensivo;Grupo Segundo;Convencional;7174;;;;;;7174
ES220170000064;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;752106;4621934;Intensivo;Grupo Segundo;;1999;;;;;;1999
ES220170000065;Producción y reproducción;Cerdos;Transición de lechones;Alcolea de Cinca;HUESCA;MONZÓN;30;754253;4620620;Intensivo;Grupo Segundo;;;7200;;;;;7200
ES220170000066;Producción y reproducción;Cerdos;Transición de lechones;Alcolea de Cinca;HUESCA;MONZÓN;30;753487;4624406;Intensivo;Grupo Segundo;;;7200;;;;;7200
ES220170000067;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcolea de Cinca;HUESCA;MONZÓN;30;751346;4624778;Intensivo;Grupo Tercero;;7200;;;;;;7200
ES220180000001;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;713515;4630920;Intensivo;Grupo Segundo;Convencional;2900;;;;;;2900
ES220180000002;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;710607;4631975;Intensivo;Grupo Segundo;Convencional;1990;;;;;;1990
ES220180000003;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;711486;4632644;Intensivo;Grupo Primero;Convencional;700;;;;;;700
ES220180000004;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;711315;4632085;Intensivo;Grupo Primero;Convencional;700;;;;;;700
ES220180000005;Producción y reproducción;Cerdos;Tipo mixto;Alcubierre;HUESCA;SARIÑENA;30;713322;4632248;Intensivo;Grupo Segundo;Convencional;1624;;;400;;;2024
ES220180000006;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;711888;4631673;Intensivo;Grupo Primero;Convencional;240;;;;;;240
ES220180000007;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;711626;4630962;Intensivo;Grupo Segundo;Convencional;1200;;;;;;1200
ES220180000008;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;712034;4631064;Intensivo;Grupo Primero;Convencional;650;;;;;;650
ES220180000009;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;711728;4634249;Intensivo;Grupo Primero;Convencional;1000;;;;;;1000
ES220180000010;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;710740;4631190;Intensivo;Grupo Segundo;Convencional;2715;;;;;;2715
ES220180000011;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;712340;4632053;Intensivo;Grupo Primero;Convencional;845;;;;;;845
ES220180000012;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;711075;4632580;Intensivo;Grupo Primero;Convencional;650;;;;;;650
ES220180000013;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;711364;4630721;Intensivo;Grupo Primero;Convencional;880;;;;;;880
ES220180000014;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;711295;4631037;Intensivo;Grupo Primero;Convencional;900;;;;;;900
ES220180000015;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;712357;4631380;Intensivo;Grupo Primero;Convencional;860;;;;;;860
ES220180000016;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;717755;4634700;Intensivo;Grupo Segundo;Convencional;2700;;;;;;2700
ES220180000017;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;711920;4630850;Intensivo;Grupo Segundo;Convencional;1120;;;;;;1120
ES220180000021;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;711726;4630121;Intensivo;Grupo Primero;Convencional;470;;;;;;470
ES220180000023;Producción y reproducción;Cerdos;Producción de lechones;Alcubierre;HUESCA;SARIÑENA;30;711455;4633573;Intensivo;Grupo Primero;Convencional;;;1200;400;;;1600
ES220180000024;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;711105;4633360;Intensivo;Grupo Primero;Convencional;950;;;;;;950
ES220180000025;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;711823;4632196;Intensivo;Grupo Primero;Convencional;1000;;;;;;1000
ES220180000027;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;712718;4630937;Intensivo;Grupo Primero;Convencional;900;;;;;;900
ES220180000028;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;714312;4633940;Intensivo;Grupo Segundo;Convencional;1450;;;;;;1450
ES220180000029;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;714695;4631507;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES220180000030;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;713638;4632930;Intensivo;Grupo Segundo;Convencional;1700;;;;;;1700
ES220180000031;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;714372;4632142;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES220180000032;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;715375;4632090;Intensivo;Grupo Segundo;Convencional;1840;;;;;;1840
ES220180000033;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;713212;4630191;Intensivo;Grupo Segundo;Convencional;2050;;;;;;2050
ES220180000034;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;712865;4632965;Intensivo;Grupo Segundo;Convencional;1995;;;;;;1995
ES220180000035;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;716484;4634064;Intensivo;Grupo Segundo;Convencional;1500;;;;;;1500
ES220180000036;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;711030;4634430;Intensivo;Grupo Segundo;Convencional;1300;;;;;;1300
ES220180000037;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;712672;4634987;Intensivo;Grupo Primero;Convencional;776;;;;;;776
ES220180000038;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;712150;4632845;Intensivo;Grupo Primero;Convencional;1000;;;;;;1000
ES220180000039;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;713370;4633896;Intensivo;Grupo Segundo;Convencional;1050;;;;;;1050
ES220180000040;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;714600;4634450;Intensivo;Grupo Tercero;Convencional;3150;;;;;;3150
ES220180000041;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;715328;4630618;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES220180000042;Producción y reproducción;Cerdos;Producción de lechones;Alcubierre;HUESCA;SARIÑENA;30;713760;4631540;Intensivo;Grupo Segundo;Convencional;;;;1000;;;1000
ES220180000043;Producción y reproducción;Cerdos;Producción de lechones;Alcubierre;HUESCA;SARIÑENA;30;712315;4633490;Intensivo;Grupo Segundo;Convencional;;;;750;108;2;860
ES220180000044;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;713420;4635830;Intensivo;Grupo Tercero;Convencional;4446;;;;;;4446
ES220180000045;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;711155;4629640;Intensivo;Grupo Primero;Convencional;840;;;;;;840
ES220180000046;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;714227;4633340;Intensivo;Grupo Primero;Convencional;1000;;;;;;1000
ES220180000047;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;718542;4635620;Intensivo;Grupo Tercero;Convencional;3057;;;;;;3057
ES220180000048;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;712950;4631675;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220180000049;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;715675;4633140;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220180000050;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;712310;4634410;Intensivo;Reducida;Convencional;1000;;;;;;1000
ES220180000051;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;714750;4635465;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220180000052;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;715232;4629540;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES220180000053;Producción y reproducción;Cerdos;Cebo o Cebadero;Alcubierre;HUESCA;SARIÑENA;30;717420;4633420;Intensivo;Reducida;Convencional;1000;;;;;;1000
