explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;criterio_sostenibilidad;capacidad
ES222300000411;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torla;HUESCA;BOLTAÑA;30;734820;4721802;Convencional;
ES222300000412;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torla;HUESCA;BOLTAÑA;30;737025;4723800;Convencional;
ES222300000413;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torla;HUESCA;BOLTAÑA;30;737220;4723590;Convencional;60
ES222300000414;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torla;HUESCA;BOLTAÑA;30;733569;4721929;Convencional;
ES222300000416;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torla;HUESCA;BOLTAÑA;30;732173;4722798;Convencional;
ES222300000421;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torla;HUESCA;BOLTAÑA;30;731638;4722369;Convencional;
ES222300000425;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torla;HUESCA;BOLTAÑA;30;732228;4722624;Convencional;50
ES222300000426;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torla;HUESCA;BOLTAÑA;30;733598;4721865;Convencional;
ES222300000430;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torla;HUESCA;BOLTAÑA;30;733670;4722020;Convencional;100
ES222300000432;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torla;HUESCA;BOLTAÑA;30;734965;4721737;;60
ES222300000433;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torla;HUESCA;BOLTAÑA;30;733800;4721982;;99
ES222307000000;Pasto;Bóvidos;;Torla;HUESCA;BOLTAÑA;;;;Convencional;
ES222307000001;Pasto;Bóvidos;;Torla;HUESCA;BOLTAÑA;30;734209;4734517;Convencional;320
ES222307000002;Pasto;Bóvidos;;Torla;HUESCA;BOLTAÑA;30;746640;4725646;Convencional;250
ES222307000003;Pasto;Bóvidos;;Torla;HUESCA;BOLTAÑA;30;735583;4723884;Convencional;300
ES222307000004;Pasto;Bóvidos;;Torla;HUESCA;BOLTAÑA;30;738012;4726559;Convencional;200
ES222307000005;Pasto;Bóvidos;;Torla;HUESCA;BOLTAÑA;30;735858;4731636;Convencional;800
ES222307000006;Pasto;Bóvidos;;Torla;HUESCA;BOLTAÑA;30;734667;4733714;Convencional;500
ES222307000007;Pasto;Bóvidos;;Torla;HUESCA;BOLTAÑA;30;734393;4733965;Convencional;500
ES222307000008;Pasto;Bóvidos;;Torla;HUESCA;BOLTAÑA;30;731691;4726157;Convencional;800
ES222307000009;Pasto;Bóvidos;;Torla;HUESCA;BOLTAÑA;30;731825;4722603;Convencional;450
ES222307000010;Pasto;Bóvidos;;Torla;HUESCA;BOLTAÑA;30;737050;4731010;Convencional;1000
ES222320000401;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Torralba de Aragón;HUESCA;GRAÑÉN;30;706012;4645680;Convencional;
ES222320000404;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Torralba de Aragón;HUESCA;GRAÑÉN;30;706028;4645663;Convencional;
ES222320000406;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Torralba de Aragón;HUESCA;GRAÑÉN;30;704506;4644629;;599
ES222320000407;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Torralba de Aragón;HUESCA;GRAÑÉN;30;704930;4644788;;599
ES222320000408;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Torralba de Aragón;HUESCA;GRAÑÉN;30;704930;4644788;;599
ES222330000400;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torre la Ribera;HUESCA;GRAUS;30;790780;4700187;Convencional;50
ES222330000401;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torre la Ribera;HUESCA;GRAUS;30;790290;4699725;Convencional;60
ES222330000402;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torre la Ribera;HUESCA;GRAUS;30;790300;4699800;Convencional;79
ES222330000404;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torre la Ribera;HUESCA;GRAUS;30;791055;4698554;Convencional;
ES222337000001;Pasto;Bóvidos;;Torre la Ribera;HUESCA;GRAUS;30;790934;4701098;Convencional;180
ES222337000002;Pasto;Bóvidos;;Torre la Ribera;HUESCA;GRAUS;30;792550;4693397;Convencional;150
ES222360000403;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Torres de Barbués;HUESCA;GRAÑÉN;30;709076;4647860;Convencional;400
ES222360000406;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torres de Barbués;HUESCA;GRAÑÉN;30;709482;4647415;Convencional;
ES222360000410;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Torres de Barbués;HUESCA;GRAÑÉN;30;709048;4647821;Convencional;
ES222390000400;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tramaced;HUESCA;GRAÑÉN;30;723672;4650405;Convencional;120
ES222390000402;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tramaced;HUESCA;GRAÑÉN;30;723492;4650625;Convencional;227
ES222390000405;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Tramaced;HUESCA;GRAÑÉN;30;721892;4648965;Convencional;138
ES222390000408;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tramaced;HUESCA;GRAÑÉN;30;723637;4650335;Convencional;180
ES222390000411;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tramaced;HUESCA;GRAÑÉN;30;723720;4650465;Convencional;75
ES222390000413;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tramaced;HUESCA;GRAÑÉN;30;722772;4648635;Convencional;96
ES222390000414;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tramaced;HUESCA;GRAÑÉN;30;721924;4648852;Convencional;52
ES222390000415;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tramaced;HUESCA;GRAÑÉN;30;724510;4651355;Convencional;342
ES222390000416;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tramaced;HUESCA;GRAÑÉN;30;724120;4651615;Convencional;90
ES222390000418;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tramaced;HUESCA;GRAÑÉN;30;723344;4650872;Convencional;550
ES222390000419;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tramaced;HUESCA;GRAÑÉN;30;723482;4650765;Convencional;90
ES222390000420;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tramaced;HUESCA;GRAÑÉN;30;724367;4651340;Convencional;200
ES222390000421;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tramaced;HUESCA;GRAÑÉN;30;724167;4651052;Convencional;400
ES222390009405;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tramaced;HUESCA;GRAÑÉN;30;721893;4648966;;220
ES222430000400;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Valle de Bardají;HUESCA;GRAUS;30;785050;4704080;Convencional;45
ES222430000401;Producción y reproducción;Bóvidos;Reproducción para producción de leche;Valle de Bardají;HUESCA;GRAUS;30;781730;4701799;Convencional;50
ES222430000405;Producción y reproducción;Bóvidos;Reproducción para producción de leche;Valle de Bardají;HUESCA;GRAUS;30;783327;4701405;Convencional;180
ES222430000407;Producción y reproducción;Bóvidos;Reproducción para producción de leche;Valle de Bardají;HUESCA;GRAUS;30;783290;4701502;Convencional;310
ES222430000409;Producción y reproducción;Bóvidos;Reproducción para producción de leche;Valle de Bardají;HUESCA;GRAUS;30;783049;4701528;Convencional;116
ES222437000001;Pasto;Bóvidos;;Valle de Bardají;HUESCA;GRAUS;30;782968;4703355;Convencional;750
ES222447000001;Pasto;Bóvidos;Reproducción para producción de carne;Valle de Lierp;HUESCA;GRAUS;30;784276;4695612;;50
ES222450000400;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Velilla de Cinca;HUESCA;FRAGA;30;771490;4608655;Convencional;80
ES222460000401;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Beranuy;HUESCA;GRAUS;30;794571;4695481;;110
ES222460000605;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Beranuy;HUESCA;GRAUS;30;793780;4693285;;11
ES222467000001;Pasto;Bóvidos;;Beranuy;HUESCA;GRAUS;30;794429;4698903;Convencional;70
ES222467000002;Pasto;Bóvidos;Reproducción para producción de carne;Beranuy;HUESCA;GRAUS;30;793872;4694722;;10
ES222467000003;Pasto;Bóvidos;Reproducción para producción de carne;Beranuy;HUESCA;GRAUS;30;794742;4700726;;80
ES222470000400;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Viacamp y Litera;HUESCA;GRAUS;30;801040;4670720;Convencional;
ES222470000401;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Viacamp y Litera;HUESCA;GRAUS;30;801040;4670758;Convencional;
ES222470000402;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Viacamp y Litera;HUESCA;GRAUS;30;801108;4670653;Convencional;
ES222470000403;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Viacamp y Litera;HUESCA;GRAUS;30;801015;4670715;Convencional;
ES222470000404;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Viacamp y Litera;HUESCA;GRAUS;30;800936;4670922;Convencional;90
ES222480000402;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Vicién;HUESCA;HUESCA;30;712783;4658188;Convencional;90
ES222490000400;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Villanova;HUESCA;CASTEJÓN DE SOS;30;784311;4715941;Convencional;23
ES222490000401;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Villanova;HUESCA;CASTEJÓN DE SOS;30;785253;4715360;Convencional;
ES222490000402;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Villanova;HUESCA;CASTEJÓN DE SOS;30;785080;4715140;Convencional;40
ES222497000001;Pasto;Bóvidos;;Villanova;HUESCA;CASTEJÓN DE SOS;30;780962;4718297;Convencional;110
ES222507000000;Pasto;Bóvidos;;Villanúa;HUESCA;JACA;;;;Convencional;5000
ES222507000001;Pasto;Bóvidos;;Villanúa;HUESCA;JACA;30;701185;4727493;Convencional;125
ES222507000002;Pasto;Bóvidos;;Villanúa;HUESCA;JACA;30;701331;4732808;Convencional;200
ES222510000400;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Villanueva de Sigena;HUESCA;SARIÑENA;30;747817;4623080;Convencional;100
ES222510000403;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Villanueva de Sigena;HUESCA;SARIÑENA;30;748995;4622852;Convencional;
ES222510000405;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Villanueva de Sigena;HUESCA;SARIÑENA;30;748473;4622285;Convencional;
ES222510000406;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Villanueva de Sigena;HUESCA;SARIÑENA;30;749415;4622415;Convencional;
ES222510000407;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Villanueva de Sigena;HUESCA;SARIÑENA;30;748032;4622970;Convencional;
ES222510000408;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Villanueva de Sigena;HUESCA;SARIÑENA;30;749280;4622450;Convencional;395
ES222510000409;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Villanueva de Sigena;HUESCA;SARIÑENA;30;749583;4622510;Convencional;120
ES222510000411;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Villanueva de Sigena;HUESCA;SARIÑENA;30;748473;4622250;Convencional;
ES222510000412;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Villanueva de Sigena;HUESCA;SARIÑENA;30;747942;4623145;Convencional;100
ES222510000413;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Villanueva de Sigena;HUESCA;SARIÑENA;30;747822;4623230;Convencional;
ES222510000415;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Villanueva de Sigena;HUESCA;SARIÑENA;30;749433;4624194;Convencional;45
ES222510000416;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Villanueva de Sigena;HUESCA;SARIÑENA;30;749470;4622415;Convencional;120
ES222510000417;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Villanueva de Sigena;HUESCA;SARIÑENA;30;748312;4623200;Convencional;516
ES222510000418;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Villanueva de Sigena;HUESCA;SARIÑENA;30;749579;4624218;Convencional;600
ES222510000420;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Villanueva de Sigena;HUESCA;SARIÑENA;30;748072;4623100;Convencional;100
ES222510000421;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Villanueva de Sigena;HUESCA;SARIÑENA;30;747702;4623335;Convencional;200
ES222510000422;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Villanueva de Sigena;HUESCA;SARIÑENA;30;747699;4623135;Convencional;100
ES222510000423;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Villanueva de Sigena;HUESCA;SARIÑENA;30;747577;4623180;Convencional;100
ES222517000002;Pasto;Bóvidos;Reproducción para producción de carne;Villanueva de Sigena;HUESCA;SARIÑENA;30;749499;4621149;;500
ES222517000003;Pasto;Bóvidos;Reproducción para producción de carne;Villanueva de Sigena;HUESCA;SARIÑENA;30;747536;4621416;;220
ES222520000400;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Yebra de Basa;HUESCA;SABIÑÁNIGO;30;727640;4706464;Convencional;
ES222520000402;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Yebra de Basa;HUESCA;SABIÑÁNIGO;30;723725;4708139;Convencional;30
ES222520000406;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Yebra de Basa;HUESCA;SABIÑÁNIGO;30;721880;4707550;Convencional;45
ES222527000001;Pasto;Bóvidos;;Yebra de Basa;HUESCA;SABIÑÁNIGO;30;723823;4710846;Convencional;180
ES222527000002;Pasto;Bóvidos;;Yebra de Basa;HUESCA;SABIÑÁNIGO;30;723370;4707147;Convencional;80
ES222527000003;Pasto;Bóvidos;;Yebra de Basa;HUESCA;SABIÑÁNIGO;30;728601;4712391;Convencional;1000
ES222527000004;Pasto;Bóvidos;;Yebra de Basa;HUESCA;SABIÑÁNIGO;30;727106;4705486;Convencional;70
ES222527000005;Pasto;Bóvidos;Reproducción para producción de carne;Yebra de Basa;HUESCA;SABIÑÁNIGO;30;723597;4708192;;5
ES222530000400;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Yésero;HUESCA;SABIÑÁNIGO;30;725611;4722292;Convencional;
ES222530000401;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Yésero;HUESCA;SABIÑÁNIGO;30;726573;4722945;Convencional;60
ES222537000001;Pasto;Bóvidos;;Yésero;HUESCA;SABIÑÁNIGO;30;728757;4725777;Convencional;200
ES222537000002;Pasto;Bóvidos;;Yésero;HUESCA;SABIÑÁNIGO;30;725665;4723314;Convencional;100
ES222537000003;Pasto;Bóvidos;;Yésero;HUESCA;SABIÑÁNIGO;30;725810;4722001;Convencional;300
ES222540000401;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;774495;4608405;Convencional;
ES222540000402;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Zaidín;HUESCA;FRAGA;30;768793;4612720;Convencional;184
ES222540000404;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;771364;4611354;Convencional;120
ES222540000405;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;768385;4613080;Convencional;300
ES222540000407;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;776166;4617543;Convencional;140
ES222540000408;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;777124;4612803;Convencional;160
ES222540000410;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;774700;4613318;Convencional;140
ES222540000413;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;778158;4613842;Convencional;190
ES222540000416;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;777500;4616442;Convencional;200
ES222540000417;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;776465;4616500;Convencional;100
ES222540000419;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;775542;4614044;Convencional;300
ES222540000420;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;768435;4613025;Convencional;200
ES222540000422;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;772710;4615195;Convencional;230
ES222540000424;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;777675;4616650;Convencional;599
ES222540000425;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;775412;4613981;Convencional;102
ES222540000426;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;776523;4615497;Convencional;100
ES222540000427;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;776418;4615560;Convencional;100
ES222540000428;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;773664;4614060;Convencional;100
ES222540000429;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Zaidín;HUESCA;FRAGA;30;776911;4612869;Convencional;320
ES222540000430;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;774504;4613620;Convencional;108
ES222540000431;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;774515;4613748;Convencional;108
ES222540000432;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;775566;4615162;Convencional;132
ES222540000433;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;773700;4614274;Convencional;100
ES222540000434;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;775734;4615058;Convencional;360
ES222540000435;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Zaidín;HUESCA;FRAGA;30;776672;4612745;Convencional;400
ES222540000436;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Zaidín;HUESCA;FRAGA;30;769112;4615290;;450
